CODIGO,DESCRIPCIÓN,PRECIO UNITARIO B/.,EXISTENCIA ALMACÉN CDPA MAYO 2024,EXISTENCIA ALMACÉN CDDI MAYO 2024,EXISTENCIA ALMACÉN CDCH MAYO 2024,MONTO DE EXISTENCIAS MAYO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES MAYO 2024,EXISTENCIA ALMACÉN CDPA JUNIO 2024,EXISTENCIA ALMACÉN CDDI JUNIO 2024,EXISTENCIA ALMACÉN CDCH JUNIO 2024,MONTO DE EXISTENCIAS JUNIO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES JUNIO 2024,EXISTENCIA ALMACÉN CDPA JULIO 2024,EXISTENCIA ALMACÉN CDDI JULIO 2024,EXISTENCIA ALMACÉN CDCH JULIO 2024,MONTO DE EXISTENCIAS JULIO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES JULIO 2024,EXISTENCIA ALMACÉN CDPA AGOSTO 2024,EXISTENCIA ALMACÉN CDDI AGOSTO 2024,EXISTENCIA ALMACÉN CDCH AGOSTO 2024,MONTO DE EXISTENCIAS AGOSTO EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES AGOSTO 2024,EXISTENCIA ALMACÉN CDPA SEPTIEMBRE  2024,EXISTENCIA ALMACÉN CDDI SEPTIEMBRE 2024,EXISTENCIA ALMACÉN CDCH SEPTIEMBRE 2024,MONTO DE EXISTENCIAS SEPTIEMBRE EN B/.,TOTAL DE EXISTENCIAS  DISPONIBLES SEPTIEMBRE 2024
102078101,"AMINOÁCIDOS CRISTALINOS al 10%, con CISTEÍNA, HISTIDINA, TAURINA y TIROSINA, solución, 250-500ml, I.V.",10,3460,0,0,34600,3460,2360,0,0,23600,2360,1790,0,0,17900,1790,0,0,0,0,0,2140,0,0,21400,2140
102078201,"DEXTROSA HIPERTÓNICA 50% a 70%, solución, 500ml a 2,000ml, I.V.",7.97,40,200,0,1912.8,240,0,40,0,318.8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102078301,"OLIGOELEMENTOS o ELEMENTOS TRAZAS PARA ADULTOS CON ZINC, COBRE, MANGANESO Y CROMO, solución, I.V.",12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,18174.2,1502,0,0,0,0,0
102078401,"POTASIO FOSFATO 3mmol/ml, solución, I.V.",13.58,3576,400,0,53994.08,3976,3336,400,0,50734.88,3736,2916,0,0,39599.28,2916,5964,23145,14403,590892.96,43512,0,0,0,0,0
102078501,"AGUA ESTÉRIL, frasco o bolsa, 1,000-4,000ml, Vía Parenteral.",1.132,4874,45054,58108,122296.752,108036,11424,35864,37748,96260.752,85036,8808,31100,32192,81617.2,72100,900,0,9400,11659.6,10300,1140,14506,8962,27856.256,24608
102078701,"OMEPRAZOL, 40MG, POLVO LIOFILIZADO, I.V.",0.43,43492,11650,45096,43102.34,100238,13040,1210,37366,22194.88,51616,1270,0,31786,14214.08,33056,4115,0,1060,2225.25,5175,87787,15599,31390,57953.68,134776
102079001,"HIERRO NO DEXTRÁN, 10-20MG/ML, SOLUCIÓN, I.V.",1.97,59973,27695,4785,182132.41,92453,38388,4620,1470,87621.66,44478,26820,2070,2940,62705.1,31830,0,0,0,0,0,103,0,0,202.91,103
102079101,"TIROFIBAN CLORHIDRATO 0.25mg/ml, solución, I.V.",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37624,0,9320,469440,46944,30,0,0,300,30
102079201,"DEXTROSA EN AGUA, AL 5% EN SOLUCIÓN SALINA AL 0.33%, SOLUCIÓN, ENVASE PLÁSTICO (BOLSA O FRASCO), CON EQUIPO ADAPTABLE DESECHABLE PARA INFUSIÓN INTRAVENOSA, 500ML.",0.41,69266,30585,28740,52722.31,128591,43816,23444,20520,35989.8,87780,35583,23204,19280,32007.47,78067,36,794,516,551.86,1346,0,0,0,0,0
102079301,"AMIODARONA 50mg/ml, solución,  I.V. ",2.34,97,152,0,582.66,249,0,0,0,0,0,4956,946,792,15663.96,6694,0,0,0,0,0,0,128,0,299.52,128
102079401,"ADENOSINA, 3MG/ML, SOLUCIÓN, . I.V.",5.18,1596,105,415,10960.88,2116,132,0,18,777,150,0,0,0,0,0,1979,0,4036,31157.7,6015,918,0,710,8433.04,1628
102079501,"LEVOFLOXACINA, 500MG, SOLUCIÓN, I.V.",0.98,7131,2496,3673,13034,13300,0,0,0,0,0,27772,392,5457,32948.58,33621,2193,0,60,2207.94,2253,25224,0,588,25295.76,25812
102079601,"METOTREXATE, 1G, SOLUCIÓN , I.M., I.T., I.V.",60.67,1722,0,60,108113.94,1782,596,0,60,39799.52,656,1670,0,20,102532.3,1690,0,0,0,0,0,1342,0,40,83845.94,1382
102079701,"CITARABINA 500mg-1000mg,  polvo estéril para solución inyectable,  I.V. Infusión I.V., S.C., Intratecal.",17.29,3517,0,580,70837.13,4097,4632,0,200,83545.28,4832,2084,0,740,48826.96,2824,1294,0,0,22373.26,1294,0,0,0,0,0
102079801,"GEMCITABINA CLORHIDRATO 1g, polvo liofilizado,  I.V.",22.56,2272,0,0,51256.32,2272,1632,0,80,38622.72,1712,1622,0,0,36592.32,1622,2691,4016,240,156724.32,6947,616,0,0,13896.96,616
102080001,"ROCURONIO BROMURO 10mg/ml, solución, I.V. ",2.88,7728,3004,2356,37693.44,13088,40728,4418,0,130020.48,45146,18888,6508,320,74062.08,25716,29985,360,1450,91569.6,31795,27,856,0,2543.04,883
102080201,"DEXTROSA EN AGUA, AL 5% EN SOLUCIÓN SALINA AL 0.45%, SOLUCIÓN, ENVASE PLÁSTICO (BOLSA O FRASCO), CON EQUIPO ADAPTABLE DESECHABLE PARA INFUSIÓN INTRAVENOSA, 500ML.",0.88,24581,480,4690,26180.88,29751,11480,480,2640,12848,14600,8650,480,2500,10234.4,11630,0,0,0,0,0,18390,200,400,16711.2,18990
102080301,"BASILIXIMAB, 20MG, POLVO LIOFILIZADO,  I.V.",1398.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56,1532,2241795.5,1603,0,0,0,0,0
102080401,"LEUPRORELINA (LEUPROLIDE) ACETATO, 11.25MG, POLVO LIOFILIZADO, S.C., I.M.",226.83,4817,378,790,1357577.55,5985,1761,452,2716,1118045.07,4929,117,202,2676,679355.85,2995,2319,0,600,662116.77,2919,5,0,688,157193.19,693
102080801,"RITUXIMAB 100mg, solución, I.V.",60.72,3618,0,700,262188.96,4318,2972,0,380,203533.44,3352,3812,0,60,235107.84,3872,0,0,0,0,0,1200,0,400,97152,1600
102080901,"EPOETINA  (ERITROPOYETINA)  20,000-50,000UI, solución o polvo, S.C., I.V.",95,1890,0,720,247950,2610,1280,2352,180,362140,3812,320,1764,0,197980,2084,0,391,0,37145,391,3484,0,0,330980,3484
102081101,"ZOLEDRÓNICO ÁCIDO 4mg, solución, I.V. ",18.5,1488,835,214,46934.5,2537,238,628,66,17242,932,52,588,0,11840,640,1380,300,90,32745,1770,0,184,0,3404,184
102081301,"INTERFERON BETA 1B, 250 MCG (8 MILLONES UI)/ML, POLVO LIOFILIZADO, SC.",90,2370,405,30,252450,2805,1680,510,135,209250,2325,2040,450,30,226800,2520,2904,60,1176,372600,4140,540,165,180,79650,885
102081401,"Interferon beta 1a, 44mcg (12 millones UI), solución, sin albúmina, S.C.",115.17,6748,460,1152,962821.2,8360,4064,168,2256,747222.96,6488,4016,60,2184,720964.2,6260,1280,60,24,157091.88,1364,1712,24,648,274565.28,2384
102081501,"Interferon beta 1a, 30mcg (6 millones UI), polvo liofilizado, I.M.",286,1996,240,48,653224,2284,1256,180,4,411840,1440,1852,120,0,563992,1972,758,0,150,259688,908,636,40,16,197912,692
102081601,"IRINOTECAN CLORHIDRATO 20mg/ml, solución, I.V.",18,1264,0,0,22752,1264,1264,0,0,22752,1264,1264,0,0,22752,1264,4230,336,756,95796,5322,492,0,100,10656,592
102081701,"RITUXIMAB 500mg, solución, I.V.",181.22,9168,768,858,1956088.68,10794,9744,478,740,1986533.64,10962,7840,337,320,1539826.34,8497,17151,60,3350,3726064.42,20561,2148,176,504,512490.16,2828
102081801,"MEGLUMINA ANTIMONIATO 1.5g/5ml, sal activa en solución 81mg/ml,  I.M., I.V.",0.74,7935,210,7880,11858.5,16025,5916,0,5500,8447.84,11416,5676,0,5250,8085.24,10926,6451,6469,1410,10604.2,14330,15757,120,1600,12932.98,17477
102082101,"INSULINA ANÁLOGA DE ACCIÓN PROLONGADA GLARGINA, 100UI/ml, solución, S.C. ",42.9,23093,25163,18580,2867264.4,66836,17010,16340,4880,1640067,38230,14840,10986,730,1139252.4,26556,4817,360,420,240111.3,5597,14786,1626,8138,1053195,24550
102082201,"TOCILIZUMAB 20mg/ml, solución concentrada, I.V.",260,18549,300,968,5152420,19817,14316,70,121,3771820,14507,10206,280,210,2780960,10696,1220,3440,6180,2818400,10840,9174,140,50,2434640,9364
102082301,"Tigeciclina clorhidrato, 50mg, polvo liofilizado, I.V.",11.62,2430,2060,1490,69487.6,5980,7840,1820,2560,141996.4,12220,4540,4960,7290,195099.8,16790,9009,1686,720,132642.3,11415,0,840,4120,57635.2,4960
102082401,"Ertapenem, 1g, polvo liofilizado para solución inyectable, I.M., I.V.",49.66,13957,1332,1708,844071.02,16997,0,941,600,76526.06,1541,19752,1780,630,1100564.92,22162,8400,560,400,464817.6,9360,0,922,720,81541.72,1642
102090601,"Trimetoprin 16mg con Sulfametoxazol 80mg/ml, solución, I.V.",14.48,9010,510,600,146537.6,10120,800,1120,200,30697.6,2120,14200,1120,0,221833.6,15320,203,0,90,4242.64,293,5800,380,0,89486.4,6180
102090701,"Octreotide, 20mg, acción prolongada, polvo liofilizado, I.M.",490.2,340,100,431,426964.2,871,0,0,88,43137.6,88,894,132,240,620593.2,1266,15235,2406,1135,9203995.2,18776,54,0,0,26470.8,54
102090801,"Labetalol Hidrocloruro 5mg/ml, solucion, I.V. ",17.68,32465,6842,3625,759037.76,42932,25530,3489,2020,548769.52,31039,23400,3308,1340,495888.64,28048,240,0,0,4243.2,240,17548,5409,1400,430631.76,24357
102091201,"Busulfano, 6mg/ml, solución, I.V.",319,560,0,0,178640,560,320,0,0,102080,320,320,0,0,102080,320,12207,90,160,3973783,12457,0,0,0,0,0
102091301,"CASPOFUNGINA 50mg, polvo liofilizado, I.V.",39.5,5594,2140,1038,346494,8772,11900,1104,0,513658,13004,12224,40,480,503388,12744,1140,0,0,45030,1140,6658,1005,320,315328.5,7983
102091401,"CICLOSPORINA 50mg/ml, solución,  I.V. (x10)",9.9,3380,0,0,33462,3380,1840,0,0,18216,1840,1520,0,0,15048,1520,3148,0,0,31165.2,3148,760,0,0,7524,760
102091501,"CLADRIBINA 1-2 mg/ml, Solución Inyectable, I.V. o SC.",600,0,0,0,0,0,1066,0,0,639600,1066,4244,0,0,2546400,4244,0,0,0,0,0,2012,0,0,1207200,2012
102091601,"DAUNORUBICINA HIDROCLORURO 20mg, polvo liofilizado, I.V.",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102091701,"Etanercept,  50mg,  S.C.",169.97,13672,4840,4332,3882794.68,22844,8,40,104,25835.44,152,0,0,0,0,0,5032,0,120,875685.44,5152,6412,0,216,1126561.16,6628
102091801,"Factor VIII rico en Factor Von Willebrand, 250-500UI, polvo liofilizado, vial, I.V.           X250",60,240,160,0,24000,400,7454,310,0,465840,7764,5472,0,320,347520,5792,0,0,0,0,0,7292,200,0,449520,7492
102091901,"FLUDARABINA FOSFATO  50mg,  polvo liofilizado, vial, I.V.",74.77,0,0,0,0,0,71,0,0,5308.67,71,71,0,0,5308.67,71,86104,33824,25838,10898923.82,145766,0,0,0,0,0
102092101,"Heparina bajo peso molecular (Enoxaparina Sódica), actividad anti-Xa 8,000UI, solución, jeringa prellenada, 0.8ml, S.C.",5.89,133814,12080,6910,900015.56,152804,83916,6104,1800,540819.8,91820,63624,18836,0,485689.4,82460,534,0,0,3145.26,534,44816,20922,11472,454766.9,77210
102092301,"Infliximab, 100mg, polvo liofilizado, I.V.",144.3,0,1,1012,146175.9,1013,350,105,226,98268.3,681,1068,95,0,167820.9,1163,1208,140,0,194516.4,1348,0,0,0,0,0
102092501,"LEVOBUPIVACAÍNA CLORHIDRATO 5mg/ml, solución, Vía Parenteral.",3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24380,100,700,81331.4,25180,1016,440,0,4702.88,1456
102092601,"Linezolid, 600mg, solución, I.V.",7.95,280,800,1640,21624,2720,13370,740,0,112174.5,14110,23490,400,0,189925.5,23890,198,0,0,1574.1,198,12720,490,0,105019.5,13210
102092701,"MELFALANO CLORHIDRATO 50mg, polvo liofilizado, I.V.",125,330,0,0,41250,330,264,0,0,33000,264,264,0,0,33000,264,6110,0,575,835625,6685,132,0,0,16500,132
102092801,"Milrinona, 1mg/ml, solución, I.V. ",12.78,1580,0,90,21342.6,1670,0,0,0,0,0,0,0,0,0,0,2980,0,0,38084.4,2980,6020,0,1150,91632.6,7170
102092901,"Paricalcitol, 5mcg/ml, solución,  I.V. ",1.65,1174,58950,9960,115638.6,70084,43322,3390,900,78559.8,47612,17660,720,1260,32406,19640,3992,133,1020,8489.25,5145,0,0,0,0,0
102093001,"POLIMIXINA B SULFATO 500,000UI, polvo o solución, I.M., I.V.",13.01,19770,60,7950,361417.8,27780,5344,40,4670,130802.54,10054,2464,140,2270,63410.74,4874,2741,2908,676,82288.25,6325,676,50,400,14649.26,1126
102093201,"Teicoplanina, 400mg, polvo liofilizado, I.M, I.V.",20.87,9034,2536,1726,277487.52,13296,8826,3685,2017,303199.36,14528,6988,4176,2208,279073.64,13372,0,0,0,0,0,922,1876,624,71417.14,3422
102093301,"TOXINA BOTULÍNICA TIPO A 100UI, polvo, I.M.   ",265.8,6,0,20,6910.8,26,0,0,0,0,0,0,0,0,0,0,97206,6980,28445,35253319.8,132631,0,0,0,0,0
102093401,"Tramadol clorhidrato, 50mg/ml, solucion, I.V.",0.14,108549,31720,84498,31467.38,224767,77530,4837,5000,12231.38,87367,35580,4300,10130,7001.4,50010,732,30,3,107.1,765,47180,8930,1540,8071,57650
102093601,"LEVOSIMENDAN 2.5mg/ml, solución, I.V.     ",633,194,0,0,122802,194,1165,30,0,756435,1195,1036,40,4,683640,1080,0,0,0,0,0,268,20,2,183570,290
102093901,"BORTEZOMIB 3.5mg,  polvo liofilizado,  I.V., S.C.",35,0,0,0,0,0,0,0,0,0,0,10,0,0,350,10,3510,20,600,144550,4130,579,0,0,20265,579
102094101,"Aminoácidos, al 13.4%, enriquecido con Glutamina, solución, 500-1,000ml, I.V.  ",65,4970,969,200,399035,6139,1160,160,200,98800,1520,4250,140,0,285350,4390,1362,432,942,177840,2736,3379,0,0,219635,3379
102094201,"Dipéptido Alanina-Glutamina, al 20%, solución, frasco, 100ml, I.V. ",49,0,236,816,51548,1052,0,136,816,46648,952,0,136,816,46648,952,4194,0,0,205506,4194,1988,378,738,152096,3104
102094501,"Dornase Alfa (Desoxirribonucleasa), 1mg/ml, solución, nebulización",43.33,12564,0,0,544398.12,12564,7992,0,0,346293.36,7992,6792,0,0,294297.36,6792,0,0,0,0,0,3984,0,0,172626.72,3984
102094601,"DEXTROSA EN AGUA al 5%, solución, bolsa plástica con dos salidas, con equipo adaptable desechable para Infusión Intravenosa, 50ml.",0.52,0,4760,0,2475.2,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102094701,"DEXTROSA EN AGUA al 5%, solución, bolsa plástica con dos salidas, con equipo adaptable desechable para Infusión Intravenosa, 100ml.",0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,400,0,551.04,984,0,0,0,0,0
102094901,"LIDOCAÍNA 2%, solución sin preservativo, Vía Infiltración Local, Troncular, Peridural, I.M., I.V.",2.25,27015,1360,0,63843.75,28375,5592,400,0,13482,5992,2856,1000,0,8676,3856,0,90,0,202.5,90,284,0,0,639,284
102095001,"Desmopresina acetato, 15 mcg/ml, solución, I.V., S.C.",60.5,380,600,360,81070,1340,0,320,120,26620,440,0,200,0,12100,200,0,0,0,0,0,0,60,0,3630,60
102095101,"Insulina Análoga Lispro, 100 UI/ml, solucion, I.V.",31.12,1547,467,496,78111.2,2510,0,12,0,373.44,12,0,0,0,0,0,298,75,26,12416.88,399,0,0,0,0,0
102095201,"Suero antiofídico anti-coral (contra Micrurus nigrocintus Micrurus fulvius y Micrurus d. arinicaudus), solución o polvo liofilizado, ampolla o vial, 10ml, I.M., I.V.",51.6,170,20,6,10113.6,196,20,60,0,4128,80,508,70,0,29824.8,578,6905,3847,3432,731894.4,14184,175,50,0,11610,225
102095301,"Icodextrina, 7.5%, solución, intraperitoneal",21.5,53480,6184,35020,2035706,94684,31904,2024,14176,1034236,48104,17897,2194,14176,736740.5,34267,1402,63,0,31497.5,1465,910,317,2768,85892.5,3995
102095501,"TESTOSTERONA UNDECANOATO 1,000mg, solución, I.M.",70,0,143,0,10010,143,0,83,0,5810,83,0,36,0,2520,36,4780,49,0,338030,4829,2428,196,40,186480,2664
102095601,"Hormona de crecimiento (somatropina), 5-16 mg, solución o polvo con diluyente, S.C.",62.4,3273,61,0,208041.6,3334,3720,58,0,235747.2,3778,3260,99,0,209601.6,3359,673,0,0,41995.2,673,2480,30,0,156624,2510
102095701,"Palivizumab 100 mg/ml, polvo liofilizado o solución, I.M.",1131.22,586,33,50,756786.18,669,60,0,0,67873.2,60,60,0,0,67873.2,60,810,0,0,916288.2,810,92,0,0,104072.24,92
102096001,"Derivados de Acido Hialurónico de alto peso molecular (mayor de 4 millones de Daltons), solución, uso via intra-articular.",106.16,0,0,260,27601.6,260,2390,0,225,277608.4,2615,1740,60,75,199050,1875,1390,0,0,147562.4,1390,0,0,0,0,0
102096101,"FACTOR IX, 600 UI, POLVO Y DISOLVENTE PARA SOLUCIÓN INYECTABLE O PARA PERFUSIÓN, I.V.  /  FACTOR IX, 50-600 UI/ml, POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE O PARA PERFUSION, I.V.",390,851,162,0,395070,1013,1020,180,0,468000,1200,770,57,0,322530,827,0,0,0,0,0,2202,0,0,858780,2202
102096301,"AZACITIDINA 100mg, polvo  para preparación inyectable o para perfusión,  S.C., I.V.",173.6,1386,0,200,275329.6,1586,678,0,115,137664.8,793,0,0,0,0,0,72,0,0,12499.2,72,0,0,0,0,0
102096401,"NATALIZUMAB, 300 MG CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN,  I.V.",2940,176,0,0,517440,176,96,0,0,282240,96,96,0,0,282240,96,6224,20,140,18768960,6384,155,0,0,455700,155
102096501,"ADALIMUMAB, 40mg, solución inyectable, S.C.",139.32,11052,1335,85,1737599.04,12472,10156,844,20,1535306.4,11020,9873,376,15,1429980.48,10264,1740,174,246,300931.2,2160,9059,25,60,1273942.08,9144
102097801,"ALTEPLASA (rtpA) 50mg, polvo liofilizado,  I.V. ",447.75,3346,282,448,1825029,4076,2912,258,368,1584139.5,3538,2532,236,338,1390711.5,3106,4498,167,447,2288898,5112,1268,66,164,670729.5,1498
102097901,"FORMULACIÓN PARA ALIMENTACIÓN PARENTERAL EN BOLSA DE TRES CÁMARAS: NUTRICIÓN PARENTERAL PERIFÉRICA COMPLETA: EMULSIÓN LIPÍDICA 20%+ GLUCOSA 11% + AMINOÁCIDO Y ELECTROLITOS; solución, bolsa, 1440 ml, I.V.; VEN: FALTA Origen de la Molécula: Síntesis Química. ",53.94,2138,1196,1268,248231.88,4602,0,420,0,22654.8,420,2315,199,349,154430.22,2863,51894,0,8850,3276531.36,60744,864,96,198,62462.52,1158
102098401,"LIDOCAÍNA  CLORHIDRATO 2% con EPINEFRINA 1:100.000, solución, Infiltración Bucal.",0.251,220200,41100,45750,77069.55,307050,140000,19950,20550,45305.5,180500,106846,7850,17800,33256.496,132496,99300,0,0,24924.3,99300,1798,1400,5400,2158.098,8598
102098501,"MEPIVACAÍNA CLORHIDRATO 3% (30mg/ml) SIN VASOCONSTRICTOR, solución, Infiltración Bucal.",0.261,253050,2950,200,66868.2,256200,0,0,0,0,0,148950,0,0,38875.95,148950,74885,0,0,19544.985,74885,200,0,0,52.2,200
102098901,"DEXMEDETOMIDINA CLORHIDRATO 100mcg a 400mcg, solución, I.V.",12.22,865,475,1875,39287.3,3215,18780,0,70,230347,18850,8250,70,0,101670.4,8320,1185,240,90,18513.3,1515,66540,240,0,816051.6,66780
102099001,"BENDAMUSTINA, 100 MG, I.V.",107.15,1544,400,125,221693.35,2069,1364,320,30,183655.1,1714,1620,320,120,220729,2060,4856,0,1638,695832.1,6494,750,160,80,106078.5,990
102099101,"BENDAMUSTINA, 25 MG, I.V.",57.9,5646,0,1240,398699.4,6886,4872,0,832,330261.6,5704,3972,0,832,278151.6,4804,0,0,0,0,0,3888,0,1430,307912.2,5318
102099201,"GOSERELINA, 10.8MG, S.C.",400,67,590,1025,672800,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102099301,"FACTOR VII A RECOMBINANTE HUMANO 1mg a 2mg, I.V.",1450,26,0,0,37700,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102099401,"SODIO CLORURO al 0.9%, solución, bolsa plástica con dos salidas, con equipo adaptable desechable para Infusión Intravenosa, 100ml.",0.5,132502,4700,119722,128462,256924,2684,0,0,1342,2684,2013,0,0,1006.5,2013,100,0,0,50,100,0,0,0,0,0
102099901,"VORICONAZOL 200MG, POLVO, I.V.",14,836,0,0,11704,836,0,0,0,0,0,100,0,0,1400,100,301128,7920,55890,5109132,364938,0,0,0,0,0
102100001,"DEXKETOPROFENO 25mg/ml, solución para perfusión, I.V., I.M.",0.321,412344,12075,6684,138384.063,431103,282258,5808,3156,93482.262,291222,245798,11616,10650,86048.544,268064,105024,6980,7740,38437.824,119744,307610,0,66008,119931.378,373618
102100101,"PARACETAMOL 10mg/ml, solución para perfusión, I.V.",1.087,23835,450,1850,28408.745,26135,0,0,0,0,0,94925,0,0,103183.475,94925,12223,840,2004,16377.829,15067,42100,0,18000,65328.7,60100
102101601,"METOXIPOLIETILENGLICOL ERITROPOYETINA BETA 100mcg/0.3mL, solución,  S.C.",155,0,0,3616,560480,3616,0,0,1648,255440,1648,6294,0,1176,1157850,7470,0,0,0,0,0,8316,56,2900,1747160,11272
102101701,"METOXIPOLIETILENGLICOL ERITROPOYETINA BETA, 50mcg/0.3mL, solución, S.C. ",77.5,245,0,0,18987.5,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102102601,"OMALIZUMAB, 150mg, POLVO P/SOLU, S.C",540.3,768,34,570,741291.6,1372,152,0,30,98334.6,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102105901,"PALIPERIDONA PALMITATO, 100mg, solución o suspensión, l.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102106001,"PALIPERIDONA PALMITATO, 150mg, solución o suspensión, l.M.",0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103000101,"BUDESONIDA 160MG / FORMOTEROL FUMARATO DIHIDRATADO 4.5mcg, polvo o aerosol o suspensión para inahalación V.O.",35,834,234,50,39130,1118,0,0,0,0,0,0,0,0,0,0,125772,26456,24090,6171130,176318,648,0,0,22680,648
103000401,"ALUMINIO ACETATO ÁCIDO 0.050%- 0.060%, loción, pH: 3.5-4.8, frasco, 120ml, Vía Tópica",0.93,0,0,2694,2505.42,2694,0,0,0,0,0,0,0,0,0,0,2297,0,0,2136.21,2297,14830,0,5481,18889.23,20311
103000501,"METOCLOPRAMIDA, 5MG/5ML, JARABE, FRASCO, 90-125ML, V.O.",0.8,73054,48414,49018,136388.8,170486,81870,26658,19532,102448,128060,121388,25350,15384,129697.6,162122,3240,0,0,2592,3240,80735,13762,9928,83540,104425
103000601,"DEXTROMETORFANO BROMHIDRATO 10mg/5ml, jarabe, frasco, 120ml, V.O.",0.62,415582,28072,30142,293753.52,473796,78546,720,4320,51823.32,83586,12129,0,0,7519.98,12129,1326,4602,278,3847.72,6206,11416,0,0,7077.92,11416
103000701,"RUIBARBO 1.5% y SODIO 3.5%, mixtura, frasco, 120-240ml, V.O.",1.5,58876,900,1260,91554,61036,16164,72,396,24948,16632,4320,0,0,6480,4320,0,0,0,0,0,1110,0,0,1665,1110
103001801,"HALOPERIDOL 2mg/ml, gotas, solución, frasco cuentagotas o gotero calibrado, 15ml, V.O.",4.4,2045,64,0,9279.6,2109,19731,1095,284,92884,21110,8281,3772,356,54599.6,12409,521,0,0,2292.4,521,16640,7250,2000,113916,25890
103002901,"CLORANFENICOL, 0.5%, GOTAS, SOLUCIÓN, FRASCO 5-15ML, VÍA OFTÁLMICA",3.7,0,38,0,140.6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103003201,"HIDROCORTISONA 0.25-2.5%, loción, frasco, 15-30ml, Vía Tópica. (Corticoide de baja potencia).",3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103003401,"POLIMIXINA B, NEOMICINA, HIDROCORTISONA 1%, gotas, suspensión, frasco, 5ml, Vía Ótica.",14.2,5916,860,75,97284.2,6851,144,0,40,2612.8,184,0,0,0,0,0,6537,3122,0,137157.8,9659,0,0,0,0,0
103005501,"METACRESOLSULFÓNICO ÁCIDO con FORMALDEHÍDO (POLICRESULENO) 36 - 41%, líquido, frasco, 10-25ml, Vía Tópica.",8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,0,28,18058.95,2205,0,0,0,0,0
103005802,"HOMATROPINA METILBROMURO 5mg/5ml, elixir, frasco, 120ml, V.O.",0.87,0,302,3484,3293.82,3786,19729,5516,2234,23906.73,27479,4157,3650,406,7145.31,8213,67030,8034,4060,68837.88,79124,336,5236,0,4847.64,5572
103006801,"POTASIO GLUCONATO, 20MEQ/15ML, ELIXIR, FRASCO, 150-200ML, V.O.",8.92,5786,0,1715,66908.92,7501,5374,0,1302,59549.92,6676,3796,0,868,41602.88,4664,270587,62304,93360,3802158.92,426251,0,0,0,0,0
103007501,"MUCILOIDES HIDROFÍLICOS DERIVADOS DE PLANTAGINACEAE (equivalente a un  mínimo de 49% de PSYLLIUM), polvo o cáscara, frasco, 200-350g, V.O.",5.8,147216,6700,5900,926932.8,159816,134620,17680,0,883340,152300,104770,13570,10650,748142,128990,17679,1178,2719,125140.8,21576,31282,10747,8800,294808.2,50829
103007901,"ALUMINIO Y MAGNESIO HIDRÓXIDO, 5.9-8.3% DE HIDRÓXIDOS TOTALES, GEL O SUSPENSIÓN, FRASCO, 150-240ML, V.O.                            ",1.2,440087,119336,54049,736166.4,613472,265469,90174,80920,523875.6,436563,440302,119920,142768,843588,702990,1968,0,0,2361.6,1968,131298,10844,51152,231952.8,193294
103009501,"PASIFLORA, 500MG/5ML, SOLUCIÓN, FRASCO, V.O.",5.5,42233,6164,5386,295806.5,53783,29372,1023,0,167172.5,30395,31510,1008,2512,192665,35030,383180,48750,17350,2471040,449280,5416,73,0,30189.5,5489
103009901,"GUAYACOLATO DE GLICERILO, 100MG/5ML, JARABE, FRASCO, 120ML, V.O.",0.53,114720,2626,5673,65200.07,123019,57568,0,1056,31070.72,58624,11376,0,1056,6588.96,12432,20966,1416,4605,14303.11,26987,15215,800,0,8487.95,16015
